'valeur', 'N', 'N/2', 'racine de N'
11615291, 0.000002, 0.000001, 0.000001
11615491, 0.048363, 0.024561, 0.000020
11615691, 0.000001, 0.000000, 0.000000
11615891, 0.000001, 0.000001, 0.000001
11616091, 0.000002, 0.000001, 0.000001
11616291, 0.000001, 0.000001, 0.000001
11616491, 0.000001, 0.000001, 0.000001
11616691, 0.047708, 0.024507, 0.000022
11616891, 0.000001, 0.000000, 0.000001
11617091, 0.000001, 0.000001, 0.000001
11617291, 0.000000, 0.000000, 0.000001
11617491, 0.000000, 0.000000, 0.000000
11617691, 0.000000, 0.000001, 0.000001
11617891, 0.047384, 0.024844, 0.000020
11618091, 0.000000, 0.000000, 0.000000
11618291, 0.000000, 0.000000, 0.000000
11618491, 0.000003, 0.000004, 0.000004
11618691, 0.000000, 0.000000, 0.000000
11618891, 0.047660, 0.024776, 0.000021
11619091, 0.000001, 0.000000, 0.000000
11619291, 0.000000, 0.000000, 0.000000
11619491, 0.000000, 0.000000, 0.000000
11619691, 0.000000, 0.000001, 0.000001
11619891, 0.000001, 0.000001, 0.000001
11620091, 0.000001, 0.000001, 0.000001
11620291, 0.000008, 0.000008, 0.000008
11620491, 0.000001, 0.000001, 0.000001
11620691, 0.000001, 0.000000, 0.000000
11620891, 0.000001, 0.000001, 0.000001
11621091, 0.000000, 0.000000, 0.000000
11621291, 0.000001, 0.000001, 0.000000
11621491, 0.000001, 0.000000, 0.000000
11621691, 0.000001, 0.000001, 0.000000
11621891, 0.000015, 0.000015, 0.000015
11622091, 0.000001, 0.000000, 0.000000
11622291, 0.000000, 0.000000, 0.000000
11622491, 0.000015, 0.000014, 0.000014
11622691, 0.000001, 0.000001, 0.000001
11622891, 0.000000, 0.000000, 0.000001
11623091, 0.048003, 0.024881, 0.000021
11623291, 0.000000, 0.000001, 0.000001
11623491, 0.000001, 0.000001, 0.000001
11623691, 0.047434, 0.024664, 0.000020
11623891, 0.047623, 0.024444, 0.000021
11624091, 0.000001, 0.000001, 0.000001
11624291, 0.000000, 0.000000, 0.000001
11624491, 0.000001, 0.000001, 0.000001
11624691, 0.000001, 0.000001, 0.000001
11624891, 0.000010, 0.000010, 0.000010
11625091, 0.000001, 0.000001, 0.000001
11625291, 0.000001, 0.000001, 0.000001
11625491, 0.000001, 0.000001, 0.000001
11625691, 0.000001, 0.000001, 0.000001
11625891, 0.000001, 0.000001, 0.000001
11626091, 0.048357, 0.028957, 0.000020
11626291, 0.052077, 0.026071, 0.000021
11626491, 0.000000, 0.000000, 0.000000
11626691, 0.000000, 0.000001, 0.000001
11626891, 0.000003, 0.000001, 0.000003
11627091, 0.000001, 0.000001, 0.000001
11627291, 0.000001, 0.000001, 0.000002
11627491, 0.052156, 0.024929, 0.000020
11627691, 0.000001, 0.000001, 0.000001
11627891, 0.000001, 0.000001, 0.000001
11628091, 0.000019, 0.000019, 0.000019
11628291, 0.000000, 0.000000, 0.000000
11628491, 0.000001, 0.000001, 0.000001
11628691, 0.048441, 0.028464, 0.000028
11628891, 0.000001, 0.000001, 0.000000
11629091, 0.049660, 0.024748, 0.000021
11629291, 0.000002, 0.000002, 0.000002
11629491, 0.000001, 0.000001, 0.000001
11629691, 0.000001, 0.000001, 0.000001
11629891, 0.000001, 0.000001, 0.000001
11630091, 0.000001, 0.000001, 0.000001
11630291, 0.000001, 0.000001, 0.000000
11630491, 0.047767, 0.025076, 0.000020
11630691, 0.000001, 0.000001, 0.000001
11630891, 0.049158, 0.028080, 0.000021
11631091, 0.000001, 0.000001, 0.000001
11631291, 0.000001, 0.000001, 0.000000
11631491, 0.000001, 0.000001, 0.000001
11631691, 0.000013, 0.000013, 0.000014
11631891, 0.000000, 0.000000, 0.000001
11632091, 0.000002, 0.000002, 0.000001
11632291, 0.000001, 0.000001, 0.000000
11632491, 0.000001, 0.000002, 0.000000
11632691, 0.000000, 0.000001, 0.000001
11632891, 0.000006, 0.000006, 0.000005
11633091, 0.000001, 0.000001, 0.000000
11633291, 0.000003, 0.000003, 0.000003
11633491, 0.000001, 0.000001, 0.000000
11633691, 0.000001, 0.000000, 0.000000
11633891, 0.049645, 0.025998, 0.000020
11634091, 0.000001, 0.000001, 0.000001
11634291, 0.000001, 0.000001, 0.000001
11634491, 0.000000, 0.000000, 0.000000
11634691, 0.000001, 0.000001, 0.000001
11634891, 0.000000, 0.000000, 0.000000
11635091, 0.000001, 0.000000, 0.000000
11635291, 0.000006, 0.000006, 0.000005
11635491, 0.000001, 0.000001, 0.000001
11635691, 0.048622, 0.024322, 0.000021
11635891, 0.000003, 0.000003, 0.000003
11636091, 0.000000, 0.000000, 0.000000
11636291, 0.000012, 0.000012, 0.000012
11636491, 0.000003, 0.000002, 0.000002
11636691, 0.000001, 0.000001, 0.000001
11636891, 0.000001, 0.000001, 0.000001
11637091, 0.000000, 0.000001, 0.000001
11637291, 0.000001, 0.000001, 0.000001
11637491, 0.047236, 0.028834, 0.000020
11637691, 0.000001, 0.000001, 0.000001
11637891, 0.000001, 0.000001, 0.000001
11638091, 0.000001, 0.000001, 0.000000
11638291, 0.000000, 0.000000, 0.000000
11638491, 0.000001, 0.000001, 0.000001
11638691, 0.000001, 0.000001, 0.000001
11638891, 0.000000, 0.000000, 0.000000
11639091, 0.000001, 0.000001, 0.000001
11639291, 0.000001, 0.000001, 0.000001
11639491, 0.000011, 0.000011, 0.000011
11639691, 0.000000, 0.000000, 0.000000
11639891, 0.000005, 0.000005, 0.000004
11640091, 0.055285, 0.029638, 0.000020
11640291, 0.000000, 0.000000, 0.000000
11640491, 0.048851, 0.025269, 0.000021
11640691, 0.000000, 0.000001, 0.000001
11640891, 0.000001, 0.000001, 0.000001
11641091, 0.000001, 0.000001, 0.000001
11641291, 0.000001, 0.000001, 0.000001
11641491, 0.000001, 0.000001, 0.000001
11641691, 0.000001, 0.000001, 0.000001
11641891, 0.000005, 0.000005, 0.000005
11642091, 0.000001, 0.000001, 0.000001
11642291, 0.000003, 0.000003, 0.000003
11642491, 0.000001, 0.000001, 0.000001
11642691, 0.000001, 0.000001, 0.000001
11642891, 0.000001, 0.000001, 0.000001
11643091, 0.049142, 0.025029, 0.000021
11643291, 0.000001, 0.000001, 0.000001
11643491, 0.000006, 0.000006, 0.000006
11643691, 0.000000, 0.000000, 0.000001
11643891, 0.000001, 0.000001, 0.000001
11644091, 0.049167, 0.027067, 0.000020
11644291, 0.048849, 0.025449, 0.000020
11644491, 0.000000, 0.000000, 0.000000
11644691, 0.047880, 0.024727, 0.000026
11644891, 0.000001, 0.000001, 0.000001
11645091, 0.000001, 0.000000, 0.000000
11645291, 0.000001, 0.000001, 0.000001
11645491, 0.000001, 0.000001, 0.000001
11645691, 0.000001, 0.000001, 0.000001
11645891, 0.048690, 0.028425, 0.000023
11646091, 0.000001, 0.000000, 0.000001
11646291, 0.000000, 0.000001, 0.000001
11646491, 0.000009, 0.000009, 0.000009
11646691, 0.000000, 0.000001, 0.000001
11646891, 0.000001, 0.000000, 0.000000
11647091, 0.000001, 0.000001, 0.000000
11647291, 0.000008, 0.000008, 0.000008
11647491, 0.000000, 0.000000, 0.000001
11647691, 0.000001, 0.000001, 0.000000
11647891, 0.050443, 0.029304, 0.000020
11648091, 0.000000, 0.000000, 0.000000
11648291, 0.000001, 0.000002, 0.000002
11648491, 0.048631, 0.025252, 0.000021
11648691, 0.000000, 0.000000, 0.000000
11648891, 0.000004, 0.000005, 0.000029
11649091, 0.000000, 0.000001, 0.000001
11649291, 0.000000, 0.000002, 0.000001
11649491, 0.000000, 0.000000, 0.000000
11649691, 0.000007, 0.000008, 0.000008
11649891, 0.000001, 0.000001, 0.000001
11650091, 0.000002, 0.000002, 0.000001
11650291, 0.000001, 0.000001, 0.000001
11650491, 0.000000, 0.000000, 0.000000
11650691, 0.000000, 0.000000, 0.000000
11650891, 0.000000, 0.000000, 0.000000
11651091, 0.000000, 0.000000, 0.000000
11651291, 0.000002, 0.000001, 0.000001
11651491, 0.000013, 0.000013, 0.000012
11651691, 0.000000, 0.000000, 0.000001
11651891, 0.000001, 0.000001, 0.000000
11652091, 0.000000, 0.000000, 0.000001
11652291, 0.000000, 0.000001, 0.000001
11652491, 0.000001, 0.000001, 0.000001
11652691, 0.000009, 0.000009, 0.000009
11652891, 0.000001, 0.000000, 0.000000
11653091, 0.000003, 0.000002, 0.000002
11653291, 0.000000, 0.000000, 0.000001
11653491, 0.000000, 0.000000, 0.000000
11653691, 0.000000, 0.000000, 0.000000
11653891, 0.000000, 0.000000, 0.000001
11654091, 0.000000, 0.000000, 0.000001
11654291, 0.000000, 0.000001, 0.000001
11654491, 0.000001, 0.000001, 0.000001
11654691, 0.000001, 0.000000, 0.000000
11654891, 0.049010, 0.026704, 0.000020
11655091, 0.000001, 0.000001, 0.000000
11655291, 0.000000, 0.000000, 0.000000
11655491, 0.000017, 0.000018, 0.000017
11655691, 0.000001, 0.000001, 0.000001
11655891, 0.000001, 0.000001, 0.000001
11656091, 0.000003, 0.000003, 0.000003
11656291, 0.000000, 0.000000, 0.000001
11656491, 0.000000, 0.000001, 0.000001
11656691, 0.000002, 0.000002, 0.000002
11656891, 0.053477, 0.025634, 0.000022
11657091, 0.000000, 0.000000, 0.000000
11657291, 0.000000, 0.000000, 0.000001
11657491, 0.000030, 0.000011, 0.000012
11657691, 0.000000, 0.000000, 0.000000
11657891, 0.000000, 0.000000, 0.000000
11658091, 0.000002, 0.000001, 0.000002
11658291, 0.000001, 0.000001, 0.000001
11658491, 0.000001, 0.000001, 0.000001
11658691, 0.000001, 0.000001, 0.000001
11658891, 0.000001, 0.000001, 0.000001
11659091, 0.000001, 0.000001, 0.000000
11659291, 0.000001, 0.000000, 0.000000
11659491, 0.000001, 0.000001, 0.000000
11659691, 0.000001, 0.000001, 0.000001
11659891, 0.049111, 0.025183, 0.000019
11660091, 0.000000, 0.000000, 0.000000
11660291, 0.000000, 0.000000, 0.000001
11660491, 0.048579, 0.024866, 0.000021
11660691, 0.000001, 0.000001, 0.000001
11660891, 0.000001, 0.000001, 0.000001
11661091, 0.000001, 0.000001, 0.000001
11661291, 0.000001, 0.000001, 0.000001
11661491, 0.048094, 0.027063, 0.000025
11661691, 0.048874, 0.025320, 0.000021
11661891, 0.000001, 0.000001, 0.000001
11662091, 0.000001, 0.000001, 0.000001
11662291, 0.000005, 0.000004, 0.000004
11662491, 0.000001, 0.000000, 0.000000
11662691, 0.000001, 0.000001, 0.000002
11662891, 0.000001, 0.000001, 0.000001
11663091, 0.000001, 0.000001, 0.000001
11663291, 0.000003, 0.000003, 0.000003
11663491, 0.000001, 0.000001, 0.000001
11663691, 0.000001, 0.000001, 0.000001
11663891, 0.000001, 0.000001, 0.000001
11664091, 0.000001, 0.000000, 0.000000
11664291, 0.000000, 0.000000, 0.000000
11664491, 0.000014, 0.000014, 0.000014
11664691, 0.048289, 0.025360, 0.000021
11664891, 0.000000, 0.000000, 0.000000
11665091, 0.000001, 0.000001, 0.000000
11665291, 0.000000, 0.000000, 0.000001
11665491, 0.000000, 0.000000, 0.000000
11665691, 0.049112, 0.026126, 0.000033
11665891, 0.000004, 0.000003, 0.000004
11666091, 0.000001, 0.000001, 0.000001
11666291, 0.000001, 0.000000, 0.000001
11666491, 0.051728, 0.025867, 0.000019
11666691, 0.000000, 0.000000, 0.000000
11666891, 0.000005, 0.000005, 0.000004
11667091, 0.000012, 0.000012, 0.000012
11667291, 0.000001, 0.000001, 0.000001
11667491, 0.000001, 0.000001, 0.000001
11667691, 0.000001, 0.000001, 0.000001
11667891, 0.000000, 0.000000, 0.000000
11668091, 0.000003, 0.000003, 0.000004
11668291, 0.000001, 0.000001, 0.000001
11668491, 0.000001, 0.000001, 0.000001
11668691, 0.047559, 0.024272, 0.000021
11668891, 0.000001, 0.000001, 0.000002
11669091, 0.000000, 0.000000, 0.000000
11669291, 0.000013, 0.000013, 0.000013
11669491, 0.047125, 0.024480, 0.000020
11669691, 0.000001, 0.000001, 0.000001
11669891, 0.049434, 0.024507, 0.000020
11670091, 0.049024, 0.024510, 0.000020
11670291, 0.000000, 0.000000, 0.000000
11670491, 0.000000, 0.000000, 0.000000
11670691, 0.000001, 0.000000, 0.000001
11670891, 0.000001, 0.000001, 0.000001
11671091, 0.047009, 0.024382, 0.000020
11671291, 0.000005, 0.000005, 0.000005
11671491, 0.000001, 0.000001, 0.000001
11671691, 0.000002, 0.000002, 0.000001
11671891, 0.000000, 0.000000, 0.000001
11672091, 0.000000, 0.000000, 0.000000
11672291, 0.000007, 0.000007, 0.000008
11672491, 0.051381, 0.025037, 0.000021
11672691, 0.000001, 0.000001, 0.000001
11672891, 0.000001, 0.000001, 0.000000
11673091, 0.000001, 0.000001, 0.000001
11673291, 0.000000, 0.000000, 0.000000
11673491, 0.050306, 0.025031, 0.000021
11673691, 0.000002, 0.000001, 0.000002
11673891, 0.000001, 0.000001, 0.000001
11674091, 0.000001, 0.000001, 0.000001
11674291, 0.000001, 0.000001, 0.000001
11674491, 0.000001, 0.000001, 0.000001
11674691, 0.000001, 0.000001, 0.000001
11674891, 0.049558, 0.025495, 0.000021
11675091, 0.000001, 0.000001, 0.000001
11675291, 0.000001, 0.000001, 0.000000
11675491, 0.000001, 0.000001, 0.000002
11675691, 0.000001, 0.000001, 0.000001
11675891, 0.000008, 0.000008, 0.000008
11676091, 0.000001, 0.000001, 0.000001
11676291, 0.000001, 0.000001, 0.000001
11676491, 0.000001, 0.000001, 0.000000
11676691, 0.000000, 0.000000, 0.000000
11676891, 0.000000, 0.000000, 0.000000
11677091, 0.000003, 0.000003, 0.000003
11677291, 0.000001, 0.000001, 0.000001
11677491, 0.000000, 0.000000, 0.000000
11677691, 0.000000, 0.000000, 0.000000
11677891, 0.049723, 0.026440, 0.000020
11678091, 0.000000, 0.000000, 0.000000
11678291, 0.000002, 0.000002, 0.000002
11678491, 0.000001, 0.000001, 0.000001
11678691, 0.000000, 0.000000, 0.000000
11678891, 0.000000, 0.000000, 0.000000
11679091, 0.000001, 0.000000, 0.000000
11679291, 0.000001, 0.000000, 0.000000
11679491, 0.052570, 0.025331, 0.000021
11679691, 0.000003, 0.000002, 0.000002
11679891, 0.000001, 0.000001, 0.000001
11680091, 0.000002, 0.000002, 0.000002
11680291, 0.000000, 0.000001, 0.000001
11680491, 0.000001, 0.000001, 0.000001
11680691, 0.000001, 0.000001, 0.000001
11680891, 0.000007, 0.000007, 0.000008
11681091, 0.000000, 0.000001, 0.000001
11681291, 0.048605, 0.024820, 0.000020
11681491, 0.048234, 0.025182, 0.000021
11681691, 0.000001, 0.000001, 0.000001
11681891, 0.000001, 0.000001, 0.000001
11682091, 0.000001, 0.000000, 0.000000
11682291, 0.000000, 0.000000, 0.000000
11682491, 0.000000, 0.000001, 0.000001
11682691, 0.000001, 0.000000, 0.000001
11682891, 0.000000, 0.000000, 0.000000
11683091, 0.000000, 0.000000, 0.000000
11683291, 0.052002, 0.024283, 0.000020
11683491, 0.000000, 0.000000, 0.000000
11683691, 0.000000, 0.000001, 0.000001
11683891, 0.048925, 0.024630, 0.000021
11684091, 0.000001, 0.000001, 0.000001
11684291, 0.047289, 0.024512, 0.000020
11684491, 0.000000, 0.000000, 0.000000
11684691, 0.000000, 0.000000, 0.000000
11684891, 0.000001, 0.000001, 0.000001
11685091, 0.000001, 0.000001, 0.000001
11685291, 0.000001, 0.000001, 0.000001
11685491, 0.000002, 0.000002, 0.000002
11685691, 0.000017, 0.000018, 0.000017
11685891, 0.000000, 0.000000, 0.000000
11686091, 0.051154, 0.025088, 0.000021
11686291, 0.000004, 0.000004, 0.000004
11686491, 0.000001, 0.000001, 0.000001
11686691, 0.000001, 0.000001, 0.000000
11686891, 0.000002, 0.000003, 0.000003
11687091, 0.000001, 0.000001, 0.000001
11687291, 0.000000, 0.000001, 0.000001
11687491, 0.047692, 0.025232, 0.000020
11687691, 0.000000, 0.000000, 0.000000
11687891, 0.000001, 0.000000, 0.000000
11688091, 0.000001, 0.000001, 0.000001
11688291, 0.000000, 0.000000, 0.000000
11688491, 0.000006, 0.000007, 0.000007
11688691, 0.000000, 0.000000, 0.000000
11688891, 0.000001, 0.000000, 0.000000
11689091, 0.000002, 0.000002, 0.000002
11689291, 0.000001, 0.000001, 0.000000
11689491, 0.000000, 0.000000, 0.000000
11689691, 0.000001, 0.000001, 0.000001
11689891, 0.000003, 0.000002, 0.000002
11690091, 0.000001, 0.000001, 0.000001
11690291, 0.000025, 0.000025, 0.000025
11690491, 0.000001, 0.000002, 0.000001
11690691, 0.000002, 0.000001, 0.000001
11690891, 0.053370, 0.025449, 0.000021
11691091, 0.052869, 0.026998, 0.000032
11691291, 0.000035, 0.000001, 0.000001
11691491, 0.000001, 0.000001, 0.000001
11691691, 0.000001, 0.000001, 0.000001
11691891, 0.000001, 0.000001, 0.000001
11692091, 0.051312, 0.025198, 0.000022
11692291, 0.000001, 0.000001, 0.000001
11692491, 0.000000, 0.000000, 0.000000
11692691, 0.000002, 0.000003, 0.000002
11692891, 0.000001, 0.000001, 0.000001
11693091, 0.000001, 0.000001, 0.000001
11693291, 0.000001, 0.000001, 0.000001
11693491, 0.054064, 0.025898, 0.000020
11693691, 0.000001, 0.000000, 0.000000
11693891, 0.000000, 0.000000, 0.000000
11694091, 0.052529, 0.024835, 0.000020
11694291, 0.000000, 0.000000, 0.000000
11694491, 0.047328, 0.024528, 0.000020
11694691, 0.000001, 0.000001, 0.000001
11694891, 0.000001, 0.000001, 0.000001
11695091, 0.000001, 0.000001, 0.000001
11695291, 0.000001, 0.000001, 0.000000
11695491, 0.000000, 0.000000, 0.000000
11695691, 0.000001, 0.000001, 0.000001
11695891, 0.000001, 0.000001, 0.000001
11696091, 0.000001, 0.000001, 0.000001
11696291, 0.000001, 0.000001, 0.000001
11696491, 0.000001, 0.000001, 0.000001
11696691, 0.000000, 0.000000, 0.000000
11696891, 0.047832, 0.028869, 0.000022
11697091, 0.000000, 0.000001, 0.000001
11697291, 0.000001, 0.000001, 0.000001
11697491, 0.000001, 0.000001, 0.000000
11697691, 0.048947, 0.025907, 0.000021
11697891, 0.000001, 0.000001, 0.000001
11698091, 0.000001, 0.000000, 0.000000
11698291, 0.000000, 0.000000, 0.000000
11698491, 0.000000, 0.000000, 0.000000
11698691, 0.052146, 0.024769, 0.000021
11698891, 0.000005, 0.000005, 0.000004
11699091, 0.000000, 0.000000, 0.000000
11699291, 0.047130, 0.029612, 0.000020
11699491, 0.000001, 0.000001, 0.000001
11699691, 0.000001, 0.000001, 0.000001
11699891, 0.000001, 0.000001, 0.000001
11700091, 0.000001, 0.000001, 0.000001
11700291, 0.000001, 0.000001, 0.000001
11700491, 0.000000, 0.000000, 0.000000
11700691, 0.000002, 0.000002, 0.000003
11700891, 0.000001, 0.000001, 0.000001
11701091, 0.000001, 0.000001, 0.000001
11701291, 0.000001, 0.000001, 0.000001
11701491, 0.000001, 0.000001, 0.000001
11701691, 0.000001, 0.000001, 0.000000
11701891, 0.000000, 0.000000, 0.000000
11702091, 0.000000, 0.000000, 0.000000
11702291, 0.000001, 0.000001, 0.000001
11702491, 0.048189, 0.026013, 0.000020
11702691, 0.000000, 0.000000, 0.000000
11702891, 0.000002, 0.000002, 0.000002
11703091, 0.000001, 0.000001, 0.000001
11703291, 0.000000, 0.000000, 0.000000
11703491, 0.000000, 0.000001, 0.000001
11703691, 0.047910, 0.025142, 0.000020
11703891, 0.000001, 0.000001, 0.000001
11704091, 0.000001, 0.000001, 0.000001
11704291, 0.000012, 0.000012, 0.000012
11704491, 0.000001, 0.000001, 0.000001
11704691, 0.000001, 0.000001, 0.000001
11704891, 0.000001, 0.000000, 0.000000
11705091, 0.000000, 0.000000, 0.000000
11705291, 0.000000, 0.000000, 0.000000
11705491, 0.000001, 0.000000, 0.000000
11705691, 0.000001, 0.000001, 0.000001
11705891, 0.048146, 0.024895, 0.000021
11706091, 0.048301, 0.026088, 0.000021
11706291, 0.000001, 0.000000, 0.000000
11706491, 0.000002, 0.000001, 0.000001
11706691, 0.000001, 0.000000, 0.000000
11706891, 0.000000, 0.000000, 0.000000
11707091, 0.000001, 0.000001, 0.000001
11707291, 0.000007, 0.000007, 0.000007
11707491, 0.000001, 0.000001, 0.000001
11707691, 0.000003, 0.000003, 0.000003
11707891, 0.000000, 0.000000, 0.000000
11708091, 0.000000, 0.000000, 0.000000
11708291, 0.000001, 0.000001, 0.000001
11708491, 0.000001, 0.000001, 0.000001
11708691, 0.000001, 0.000001, 0.000001
11708891, 0.000009, 0.000009, 0.000009
11709091, 0.000004, 0.000003, 0.000003
11709291, 0.000000, 0.000000, 0.000000
11709491, 0.000001, 0.000001, 0.000001
11709691, 0.000001, 0.000001, 0.000001
11709891, 0.000001, 0.000001, 0.000001
11710091, 0.000001, 0.000001, 0.000001
11710291, 0.052391, 0.025527, 0.000021
11710491, 0.000001, 0.000001, 0.000001
11710691, 0.047096, 0.024604, 0.000021
11710891, 0.000041, 0.000040, 0.000041
11711091, 0.000002, 0.000001, 0.000001
11711291, 0.000004, 0.000004, 0.000004
11711491, 0.000001, 0.000002, 0.000001
11711691, 0.000001, 0.000001, 0.000001
11711891, 0.000015, 0.000014, 0.000013
11712091, 0.000001, 0.000002, 0.000001
11712291, 0.000001, 0.000001, 0.000001
11712491, 0.000001, 0.000001, 0.000001
11712691, 0.000004, 0.000003, 0.000003
11712891, 0.000001, 0.000002, 0.000001
11713091, 0.000001, 0.000002, 0.000001
11713291, 0.000002, 0.000001, 0.000001
11713491, 0.000001, 0.000001, 0.000001
11713691, 0.000002, 0.000001, 0.000001
11713891, 0.000002, 0.000001, 0.000001
11714091, 0.000002, 0.000001, 0.000001
11714291, 0.000002, 0.000001, 0.000001
11714491, 0.051530, 0.026542, 0.000021
11714691, 0.000000, 0.000000, 0.000000
11714891, 0.000000, 0.000001, 0.000001
11715091, 0.000000, 0.000001, 0.000001
11715291, 0.000001, 0.000001, 0.000001
11715491, 0.000001, 0.000001, 0.000001
11715691, 0.000000, 0.000001, 0.000001
11715891, 0.000000, 0.000001, 0.000001
11716091, 0.056130, 0.025292, 0.000020
11716291, 0.000003, 0.000003, 0.000003
11716491, 0.000000, 0.000000, 0.000001
11716691, 0.000001, 0.000001, 0.000001
11716891, 0.048665, 0.025227, 0.000021
11717091, 0.000000, 0.000000, 0.000001
11717291, 0.048793, 0.025057, 0.000021
11717491, 0.000005, 0.000004, 0.000004
11717691, 0.000001, 0.000001, 0.000001
11717891, 0.000001, 0.000001, 0.000002
11718091, 0.000001, 0.000001, 0.000001
11718291, 0.000001, 0.000001, 0.000001
11718491, 0.000001, 0.000001, 0.000001
11718691, 0.048896, 0.025186, 0.000021
11718891, 0.000001, 0.000001, 0.000001
11719091, 0.000001, 0.000001, 0.000001
11719291, 0.000008, 0.000008, 0.000009
11719491, 0.000001, 0.000001, 0.000001
11719691, 0.053599, 0.024770, 0.000021
11719891, 0.000001, 0.000000, 0.000001
11720091, 0.000001, 0.000001, 0.000001
11720291, 0.000001, 0.000001, 0.000000
11720491, 0.000009, 0.000009, 0.000010
11720691, 0.000001, 0.000001, 0.000001
11720891, 0.000001, 0.000001, 0.000001
11721091, 0.000001, 0.000001, 0.000001
11721291, 0.000000, 0.000000, 0.000000
11721491, 0.047306, 0.024630, 0.000019
11721691, 0.052191, 0.025491, 0.000021
11721891, 0.000001, 0.000000, 0.000000
11722091, 0.000001, 0.000001, 0.000001
11722291, 0.000000, 0.000000, 0.000000
11722491, 0.000000, 0.000000, 0.000000
11722691, 0.049605, 0.025239, 0.000021
11722891, 0.000002, 0.000001, 0.000002
11723091, 0.000001, 0.000001, 0.000001
11723291, 0.050085, 0.026006, 0.000021
11723491, 0.000000, 0.000001, 0.000001
11723691, 0.000001, 0.000001, 0.000001
11723891, 0.048889, 0.025407, 0.000021
11724091, 0.000001, 0.000000, 0.000001
11724291, 0.000001, 0.000001, 0.000001
11724491, 0.000006, 0.000006, 0.000006
11724691, 0.000000, 0.000000, 0.000000
11724891, 0.000000, 0.000000, 0.000000
11725091, 0.000001, 0.000001, 0.000000
11725291, 0.000001, 0.000000, 0.000000
11725491, 0.000000, 0.000000, 0.000000
11725691, 0.050378, 0.025763, 0.000021
11725891, 0.000001, 0.000001, 0.000001
11726091, 0.000001, 0.000001, 0.000001
11726291, 0.000001, 0.000001, 0.000001
11726491, 0.000001, 0.000001, 0.000001
11726691, 0.000001, 0.000001, 0.000001
11726891, 0.000000, 0.000000, 0.000001
11727091, 0.049962, 0.025217, 0.000020
11727291, 0.000000, 0.000000, 0.000000
11727491, 0.000002, 0.000002, 0.000002
11727691, 0.000001, 0.000001, 0.000001
11727891, 0.000001, 0.000001, 0.000001
11728091, 0.000001, 0.000001, 0.000000
11728291, 0.000002, 0.000001, 0.000001
11728491, 0.000001, 0.000001, 0.000001
11728691, 0.000001, 0.000001, 0.000001
11728891, 0.049570, 0.028951, 0.000021
11729091, 0.000001, 0.000001, 0.000001
11729291, 0.000001, 0.000001, 0.000000
11729491, 0.052974, 0.025980, 0.000021
11729691, 0.000001, 0.000001, 0.000000
11729891, 0.000001, 0.000001, 0.000001
11730091, 0.047544, 0.024375, 0.000020
11730291, 0.000000, 0.000000, 0.000000
11730491, 0.047336, 0.024375, 0.000020
11730691, 0.000001, 0.000001, 0.000001
11730891, 0.000001, 0.000001, 0.000001
11731091, 0.047228, 0.025893, 0.000019
11731291, 0.000001, 0.000000, 0.000000
11731491, 0.000001, 0.000001, 0.000001
11731691, 0.049188, 0.029905, 0.000022
11731891, 0.000003, 0.000002, 0.000002
11732091, 0.000001, 0.000001, 0.000000
11732291, 0.000001, 0.000000, 0.000001
11732491, 0.000002, 0.000001, 0.000001
11732691, 0.000000, 0.000000, 0.000000
11732891, 0.049216, 0.028383, 0.000020
11733091, 0.000002, 0.000002, 0.000001
11733291, 0.000000, 0.000000, 0.000000
11733491, 0.000000, 0.000000, 0.000000
11733691, 0.000001, 0.000001, 0.000001
11733891, 0.000001, 0.000001, 0.000001
11734091, 0.000003, 0.000003, 0.000003
11734291, 0.000001, 0.000000, 0.000001
11734491, 0.000000, 0.000000, 0.000000
11734691, 0.047833, 0.024605, 0.000021
11734891, 0.000001, 0.000001, 0.000001
11735091, 0.000001, 0.000001, 0.000001
11735291, 0.000001, 0.000001, 0.000002
11735491, 0.000000, 0.000001, 0.000001
11735691, 0.000001, 0.000001, 0.000001
11735891, 0.000004, 0.000004, 0.000004
11736091, 0.000000, 0.000000, 0.000000
11736291, 0.000000, 0.000000, 0.000000
11736491, 0.000001, 0.000001, 0.000000
11736691, 0.000001, 0.000001, 0.000001
11736891, 0.000001, 0.000001, 0.000001
11737091, 0.000011, 0.000011, 0.000012
11737291, 0.000001, 0.000001, 0.000001
11737491, 0.000001, 0.000001, 0.000001
11737691, 0.000001, 0.000001, 0.000001
11737891, 0.000001, 0.000001, 0.000001
11738091, 0.000001, 0.000001, 0.000001
11738291, 0.000001, 0.000001, 0.000001
11738491, 0.000001, 0.000001, 0.000001
11738691, 0.000001, 0.000001, 0.000001
11738891, 0.000001, 0.000001, 0.000001
11739091, 0.000001, 0.000001, 0.000001
11739291, 0.000001, 0.000001, 0.000001
11739491, 0.053127, 0.025215, 0.000021
11739691, 0.000002, 0.000002, 0.000003
11739891, 0.000001, 0.000001, 0.000001
11740091, 0.000001, 0.000001, 0.000000
11740291, 0.000004, 0.000004, 0.000003
11740491, 0.000000, 0.000000, 0.000000
11740691, 0.048770, 0.025286, 0.000021
11740891, 0.000018, 0.000018, 0.000017
11741091, 0.000000, 0.000000, 0.000000
11741291, 0.053895, 0.025121, 0.000021
11741491, 0.000001, 0.000001, 0.000000
11741691, 0.000001, 0.000001, 0.000001
11741891, 0.000001, 0.000001, 0.000001
11742091, 0.000003, 0.000003, 0.000003
