'valeur', 'N', 'N/2', 'racine de N'
2483491, 0.000002, 0.000001, 0.000002
2483691, 0.000001, 0.000001, 0.000001
2483891, 0.000001, 0.000001, 0.000001
2484091, 0.000001, 0.000001, 0.000000
2484291, 0.000001, 0.000001, 0.000001
2484491, 0.018097, 0.008425, 0.000014
2484691, 0.000001, 0.000001, 0.000001
2484891, 0.000001, 0.000001, 0.000000
2485091, 0.000001, 0.000020, 0.000001
2485291, 0.000003, 0.000003, 0.000003
2485491, 0.000001, 0.000000, 0.000001
2485691, 0.000001, 0.000001, 0.000001
2485891, 0.000006, 0.000006, 0.000005
2486091, 0.000002, 0.000001, 0.000002
2486291, 0.016121, 0.008310, 0.000016
2486491, 0.000001, 0.000001, 0.000001
2486691, 0.000001, 0.000001, 0.000001
2486891, 0.000005, 0.000001, 0.000001
2487091, 0.015762, 0.008144, 0.000016
2487291, 0.000001, 0.000001, 0.000000
2487491, 0.000001, 0.000001, 0.000001
2487691, 0.016267, 0.008485, 0.000016
2487891, 0.000001, 0.000001, 0.000001
2488091, 0.000001, 0.000001, 0.000001
2488291, 0.000001, 0.000001, 0.000001
2488491, 0.000001, 0.000000, 0.000001
2488691, 0.000005, 0.000005, 0.000004
2488891, 0.016405, 0.008649, 0.000016
2489091, 0.000001, 0.000001, 0.000001
2489291, 0.000001, 0.000001, 0.000001
2489491, 0.016512, 0.008081, 0.000016
2489691, 0.000001, 0.000000, 0.000001
2489891, 0.017706, 0.009923, 0.000016
2490091, 0.015659, 0.009340, 0.000016
2490291, 0.000001, 0.000000, 0.000001
2490491, 0.000001, 0.000001, 0.000001
2490691, 0.000001, 0.000001, 0.000001
2490891, 0.000001, 0.000000, 0.000001
2491091, 0.015806, 0.008048, 0.000015
2491291, 0.000001, 0.000001, 0.000001
2491491, 0.000001, 0.000001, 0.000001
2491691, 0.000001, 0.000001, 0.000002
2491891, 0.020739, 0.008709, 0.000015
2492091, 0.000001, 0.000001, 0.000001
2492291, 0.000002, 0.000002, 0.000002
2492491, 0.000010, 0.000010, 0.000010
2492691, 0.000001, 0.000001, 0.000000
2492891, 0.000007, 0.000007, 0.000007
2493091, 0.000011, 0.000011, 0.000010
2493291, 0.000001, 0.000001, 0.000001
2493491, 0.000001, 0.000001, 0.000001
2493691, 0.000002, 0.000002, 0.000001
2493891, 0.000001, 0.000000, 0.000001
2494091, 0.016283, 0.008314, 0.000014
2494291, 0.000002, 0.000001, 0.000001
2494491, 0.000001, 0.000001, 0.000001
2494691, 0.000004, 0.000004, 0.000004
2494891, 0.000001, 0.000001, 0.000001
2495091, 0.000001, 0.000001, 0.000001
2495291, 0.015706, 0.008267, 0.000016
2495491, 0.000009, 0.000009, 0.000009
2495691, 0.000001, 0.000000, 0.000001
2495891, 0.000001, 0.000001, 0.000001
2496091, 0.000001, 0.000001, 0.000001
2496291, 0.000000, 0.000001, 0.000000
2496491, 0.018048, 0.008080, 0.000014
2496691, 0.016288, 0.010964, 0.000015
2496891, 0.000001, 0.000000, 0.000001
2497091, 0.000003, 0.000002, 0.000002
2497291, 0.000002, 0.000001, 0.000001
2497491, 0.000001, 0.000001, 0.000001
2497691, 0.000000, 0.000001, 0.000001
2497891, 0.000001, 0.000001, 0.000001
2498091, 0.000001, 0.000001, 0.000001
2498291, 0.000001, 0.000001, 0.000001
2498491, 0.000004, 0.000004, 0.000004
2498691, 0.000001, 0.000000, 0.000001
2498891, 0.000003, 0.000003, 0.000003
2499091, 0.000001, 0.000001, 0.000001
2499291, 0.000000, 0.000001, 0.000000
2499491, 0.000005, 0.000005, 0.000005
2499691, 0.000010, 0.000010, 0.000010
2499891, 0.000001, 0.000001, 0.000026
2500091, 0.000001, 0.000001, 0.000001
2500291, 0.000011, 0.000012, 0.000012
2500491, 0.000001, 0.000001, 0.000001
2500691, 0.000001, 0.000001, 0.000002
2500891, 0.016168, 0.008321, 0.000016
2501091, 0.000001, 0.000001, 0.000000
2501291, 0.000001, 0.000001, 0.000001
2501491, 0.000001, 0.000001, 0.000001
2501691, 0.000001, 0.000000, 0.000001
2501891, 0.000001, 0.000001, 0.000001
2502091, 0.000001, 0.000001, 0.000001
2502291, 0.000001, 0.000001, 0.000001
2502491, 0.000003, 0.000002, 0.000003
2502691, 0.000004, 0.000003, 0.000004
2502891, 0.000001, 0.000001, 0.000001
2503091, 0.000002, 0.000002, 0.000001
2503291, 0.000001, 0.000001, 0.000001
2503491, 0.000001, 0.000000, 0.000001
2503691, 0.000004, 0.000005, 0.000004
2503891, 0.000001, 0.000001, 0.000000
2504091, 0.000001, 0.000001, 0.000001
2504291, 0.016190, 0.009136, 0.000015
2504491, 0.000001, 0.000001, 0.000001
2504691, 0.000001, 0.000001, 0.000001
2504891, 0.015690, 0.007993, 0.000020
2505091, 0.000002, 0.000001, 0.000001
2505291, 0.000001, 0.000001, 0.000000
2505491, 0.000011, 0.000010, 0.000010
2505691, 0.015734, 0.008662, 0.000015
2505891, 0.000001, 0.000000, 0.000001
2506091, 0.000001, 0.000001, 0.000001
2506291, 0.016497, 0.008521, 0.000015
2506491, 0.000001, 0.000001, 0.000000
2506691, 0.000001, 0.000001, 0.000001
2506891, 0.000002, 0.000002, 0.000002
2507091, 0.000000, 0.000001, 0.000000
2507291, 0.016299, 0.009097, 0.000014
2507491, 0.000002, 0.000001, 0.000002
2507691, 0.000001, 0.000001, 0.000001
2507891, 0.000002, 0.000001, 0.000002
2508091, 0.017557, 0.009415, 0.000020
2508291, 0.000001, 0.000001, 0.000001
2508491, 0.000001, 0.000002, 0.000002
2508691, 0.017127, 0.008384, 0.000015
2508891, 0.000001, 0.000001, 0.000001
2509091, 0.000001, 0.000001, 0.000001
2509291, 0.000006, 0.000006, 0.000005
2509491, 0.000001, 0.000001, 0.000001
2509691, 0.000001, 0.000001, 0.000001
2509891, 0.017112, 0.008851, 0.000016
2510091, 0.000001, 0.000001, 0.000001
2510291, 0.000001, 0.000001, 0.000001
2510491, 0.016110, 0.008757, 0.000015
2510691, 0.000001, 0.000001, 0.000001
2510891, 0.017201, 0.009520, 0.000015
2511091, 0.000001, 0.000001, 0.000000
2511291, 0.000001, 0.000001, 0.000001
2511491, 0.000001, 0.000002, 0.000002
2511691, 0.000001, 0.000001, 0.000001
2511891, 0.000000, 0.000001, 0.000001
2512091, 0.000007, 0.000006, 0.000006
2512291, 0.000001, 0.000001, 0.000001
2512491, 0.000001, 0.000001, 0.000001
2512691, 0.016315, 0.008107, 0.000016
2512891, 0.000001, 0.000001, 0.000001
2513091, 0.000001, 0.000001, 0.000001
2513291, 0.000001, 0.000001, 0.000001
2513491, 0.000001, 0.000001, 0.000001
2513691, 0.000001, 0.000000, 0.000001
2513891, 0.000001, 0.000001, 0.000001
2514091, 0.015773, 0.008445, 0.000016
2514291, 0.000001, 0.000001, 0.000001
2514491, 0.000001, 0.000001, 0.000001
2514691, 0.000001, 0.000001, 0.000001
2514891, 0.000001, 0.000001, 0.000001
2515091, 0.000002, 0.000002, 0.000001
2515291, 0.015844, 0.008062, 0.000015
2515491, 0.000001, 0.000001, 0.000000
2515691, 0.018021, 0.009755, 0.000015
2515891, 0.000000, 0.000001, 0.000001
2516091, 0.000001, 0.000001, 0.000001
2516291, 0.000001, 0.000001, 0.000001
2516491, 0.016088, 0.008253, 0.000015
2516691, 0.000001, 0.000001, 0.000001
2516891, 0.000001, 0.000001, 0.000001
2517091, 0.000001, 0.000001, 0.000001
2517291, 0.000001, 0.000000, 0.000001
2517491, 0.000013, 0.000013, 0.000013
2517691, 0.000001, 0.000001, 0.000001
2517891, 0.000000, 0.000001, 0.000001
2518091, 0.000001, 0.000001, 0.000001
2518291, 0.016238, 0.008490, 0.000015
2518491, 0.000000, 0.000001, 0.000001
2518691, 0.000001, 0.000001, 0.000001
2518891, 0.000001, 0.000001, 0.000001
2519091, 0.000001, 0.000001, 0.000001
2519291, 0.000005, 0.000006, 0.000006
2519491, 0.000001, 0.000000, 0.000001
2519691, 0.000001, 0.000001, 0.000001
2519891, 0.000001, 0.000001, 0.000001
2520091, 0.000000, 0.000001, 0.000001
2520291, 0.000001, 0.000001, 0.000001
2520491, 0.016189, 0.008411, 0.000015
2520691, 0.000002, 0.000002, 0.000002
2520891, 0.000001, 0.000001, 0.000001
2521091, 0.000001, 0.000001, 0.000001
2521291, 0.000001, 0.000001, 0.000001
2521491, 0.000001, 0.000001, 0.000001
2521691, 0.000002, 0.000002, 0.000002
2521891, 0.000003, 0.000003, 0.000002
2522091, 0.000001, 0.000001, 0.000000
2522291, 0.000002, 0.000001, 0.000002
2522491, 0.018588, 0.009686, 0.000016
2522691, 0.000001, 0.000001, 0.000001
2522891, 0.000001, 0.000001, 0.000001
2523091, 0.000004, 0.000004, 0.000005
2523291, 0.000001, 0.000001, 0.000001
2523491, 0.000001, 0.000001, 0.000001
2523691, 0.000003, 0.000003, 0.000003
2523891, 0.000001, 0.000001, 0.000000
2524091, 0.000002, 0.000002, 0.000002
2524291, 0.000001, 0.000001, 0.000001
2524491, 0.000001, 0.000001, 0.000001
2524691, 0.000001, 0.000001, 0.000001
2524891, 0.000001, 0.000001, 0.000001
2525091, 0.000000, 0.000001, 0.000000
2525291, 0.000001, 0.000001, 0.000001
2525491, 0.000002, 0.000002, 0.000002
2525691, 0.000001, 0.000000, 0.000001
2525891, 0.000013, 0.000014, 0.000014
2526091, 0.000004, 0.000005, 0.000005
2526291, 0.000001, 0.000001, 0.000001
2526491, 0.000001, 0.000001, 0.000001
2526691, 0.000002, 0.000002, 0.000002
2526891, 0.000001, 0.000001, 0.000001
2527091, 0.000001, 0.000001, 0.000000
2527291, 0.000001, 0.000001, 0.000000
2527491, 0.000001, 0.000001, 0.000001
2527691, 0.000001, 0.000001, 0.000001
2527891, 0.000002, 0.000002, 0.000002
2528091, 0.000001, 0.000001, 0.000001
2528291, 0.000001, 0.000001, 0.000001
2528491, 0.000001, 0.000001, 0.000001
2528691, 0.000001, 0.000001, 0.000001
2528891, 0.016000, 0.009147, 0.000019
2529091, 0.000004, 0.000003, 0.000004
2529291, 0.000001, 0.000001, 0.000000
2529491, 0.017249, 0.008101, 0.000015
2529691, 0.017567, 0.010782, 0.000016
2529891, 0.000001, 0.000001, 0.000001
2530091, 0.016452, 0.008102, 0.000016
2530291, 0.000002, 0.000002, 0.000001
2530491, 0.000000, 0.000001, 0.000001
2530691, 0.000001, 0.000002, 0.000002
2530891, 0.000001, 0.000000, 0.000001
2531091, 0.000001, 0.000001, 0.000001
2531291, 0.000001, 0.000001, 0.000000
2531491, 0.000001, 0.000001, 0.000001
2531691, 0.000001, 0.000001, 0.000001
2531891, 0.017162, 0.009572, 0.000015
2532091, 0.000003, 0.000003, 0.000003
2532291, 0.000001, 0.000001, 0.000001
2532491, 0.000001, 0.000000, 0.000001
2532691, 0.000001, 0.000001, 0.000001
2532891, 0.000001, 0.000000, 0.000001
2533091, 0.000001, 0.000001, 0.000001
2533291, 0.018772, 0.009047, 0.000016
2533491, 0.000000, 0.000001, 0.000000
2533691, 0.017326, 0.008712, 0.000015
2533891, 0.000002, 0.000003, 0.000002
2534091, 0.000001, 0.000001, 0.000001
2534291, 0.000001, 0.000001, 0.000002
2534491, 0.016794, 0.011376, 0.000014
2534691, 0.000001, 0.000001, 0.000001
2534891, 0.000007, 0.000008, 0.000008
2535091, 0.000001, 0.000000, 0.000001
2535291, 0.000001, 0.000001, 0.000001
2535491, 0.000001, 0.000001, 0.000001
2535691, 0.017207, 0.008510, 0.000015
2535891, 0.000001, 0.000001, 0.000001
2536091, 0.000002, 0.000001, 0.000001
2536291, 0.000001, 0.000001, 0.000001
2536491, 0.000001, 0.000001, 0.000001
2536691, 0.017287, 0.009258, 0.000015
2536891, 0.000001, 0.000001, 0.000001
2537091, 0.000001, 0.000001, 0.000001
2537291, 0.000001, 0.000001, 0.000001
2537491, 0.000001, 0.000001, 0.000001
2537691, 0.000001, 0.000001, 0.000001
2537891, 0.000002, 0.000001, 0.000002
2538091, 0.017671, 0.009197, 0.000034
2538291, 0.000001, 0.000001, 0.000002
2538491, 0.000003, 0.000002, 0.000003
2538691, 0.017774, 0.008127, 0.000015
2538891, 0.000001, 0.000000, 0.000001
2539091, 0.000004, 0.000004, 0.000003
2539291, 0.000009, 0.000008, 0.000008
2539491, 0.000001, 0.000000, 0.000001
2539691, 0.000001, 0.000001, 0.000001
2539891, 0.000001, 0.000001, 0.000001
2540091, 0.000001, 0.000001, 0.000001
2540291, 0.000000, 0.000001, 0.000001
2540491, 0.000001, 0.000002, 0.000002
2540691, 0.000001, 0.000001, 0.000000
2540891, 0.000005, 0.000004, 0.000005
2541091, 0.000000, 0.000001, 0.000001
2541291, 0.000001, 0.000001, 0.000001
2541491, 0.000005, 0.000005, 0.000004
2541691, 0.000002, 0.000001, 0.000002
2541891, 0.000001, 0.000001, 0.000000
2542091, 0.017343, 0.010593, 0.000014
2542291, 0.000005, 0.000004, 0.000031
2542491, 0.000001, 0.000001, 0.000001
2542691, 0.000001, 0.000001, 0.000001
2542891, 0.000001, 0.000001, 0.000001
2543091, 0.000001, 0.000001, 0.000000
2543291, 0.000001, 0.000002, 0.000001
2543491, 0.000001, 0.000001, 0.000001
2543691, 0.000002, 0.000001, 0.000001
2543891, 0.000001, 0.000001, 0.000001
2544091, 0.000001, 0.000001, 0.000001
2544291, 0.000001, 0.000000, 0.000001
2544491, 0.000005, 0.000005, 0.000005
2544691, 0.019106, 0.008641, 0.000016
2544891, 0.000002, 0.000001, 0.000001
2545091, 0.000002, 0.000003, 0.000003
2545291, 0.000001, 0.000000, 0.000001
2545491, 0.000001, 0.000000, 0.000001
2545691, 0.018291, 0.008431, 0.000016
2545891, 0.016122, 0.009732, 0.000016
2546091, 0.000001, 0.000001, 0.000001
2546291, 0.000001, 0.000000, 0.000001
2546491, 0.000001, 0.000001, 0.000001
2546691, 0.000000, 0.000001, 0.000000
2546891, 0.016599, 0.008260, 0.000015
2547091, 0.000002, 0.000001, 0.000002
2547291, 0.000001, 0.000001, 0.000001
2547491, 0.017887, 0.008601, 0.000020
2547691, 0.000001, 0.000001, 0.000001
2547891, 0.000001, 0.000001, 0.000001
2548091, 0.000001, 0.000001, 0.000001
2548291, 0.016184, 0.008245, 0.000015
2548491, 0.000001, 0.000001, 0.000001
2548691, 0.000001, 0.000001, 0.000001
2548891, 0.016218, 0.008419, 0.000015
2549091, 0.000000, 0.000001, 0.000001
2549291, 0.018382, 0.008126, 0.000015
2549491, 0.000001, 0.000001, 0.000001
2549691, 0.000001, 0.000000, 0.000001
2549891, 0.000001, 0.000001, 0.000001
2550091, 0.000001, 0.000001, 0.000001
2550291, 0.000001, 0.000001, 0.000001
2550491, 0.000002, 0.000002, 0.000002
2550691, 0.000003, 0.000001, 0.000002
2550891, 0.000001, 0.000001, 0.000001
2551091, 0.000001, 0.000001, 0.000001
2551291, 0.000005, 0.000004, 0.000005
2551491, 0.000001, 0.000001, 0.000001
2551691, 0.000002, 0.000002, 0.000001
2551891, 0.000009, 0.000008, 0.000010
2552091, 0.000001, 0.000001, 0.000001
2552291, 0.000001, 0.000001, 0.000001
2552491, 0.000008, 0.000009, 0.000008
2552691, 0.000002, 0.000001, 0.000001
2552891, 0.000001, 0.000001, 0.000001
2553091, 0.000003, 0.000004, 0.000003
2553291, 0.000001, 0.000001, 0.000001
2553491, 0.015990, 0.008654, 0.000015
2553691, 0.000001, 0.000001, 0.000001
2553891, 0.000001, 0.000001, 0.000001
2554091, 0.000002, 0.000002, 0.000002
2554291, 0.000001, 0.000002, 0.000001
2554491, 0.000001, 0.000001, 0.000000
2554691, 0.000002, 0.000002, 0.000002
2554891, 0.015930, 0.008341, 0.000014
2555091, 0.000001, 0.000001, 0.000001
2555291, 0.000001, 0.000001, 0.000001
2555491, 0.000001, 0.000001, 0.000001
2555691, 0.000001, 0.000001, 0.000001
2555891, 0.000001, 0.000000, 0.000001
2556091, 0.015964, 0.008527, 0.000016
2556291, 0.000001, 0.000000, 0.000001
2556491, 0.000001, 0.000001, 0.000001
2556691, 0.000002, 0.000002, 0.000002
2556891, 0.000001, 0.000001, 0.000001
2557091, 0.000001, 0.000001, 0.000001
2557291, 0.000001, 0.000001, 0.000001
2557491, 0.000000, 0.000001, 0.000000
2557691, 0.016171, 0.008345, 0.000015
2557891, 0.000001, 0.000001, 0.000001
2558091, 0.000001, 0.000001, 0.000001
2558291, 0.000001, 0.000001, 0.000001
2558491, 0.000001, 0.000001, 0.000001
2558691, 0.000001, 0.000001, 0.000001
2558891, 0.000002, 0.000002, 0.000001
2559091, 0.000002, 0.000001, 0.000002
2559291, 0.000001, 0.000001, 0.000001
2559491, 0.000001, 0.000001, 0.000001
2559691, 0.016717, 0.009167, 0.000015
2559891, 0.000000, 0.000001, 0.000001
2560091, 0.000001, 0.000001, 0.000001
2560291, 0.000001, 0.000001, 0.000001
2560491, 0.000001, 0.000001, 0.000001
2560691, 0.000001, 0.000001, 0.000001
2560891, 0.017261, 0.009516, 0.000020
2561091, 0.000001, 0.000001, 0.000001
2561291, 0.018251, 0.008951, 0.000016
2561491, 0.016519, 0.010398, 0.000015
2561691, 0.000001, 0.000001, 0.000001
2561891, 0.000002, 0.000002, 0.000001
2562091, 0.000001, 0.000001, 0.000001
2562291, 0.000001, 0.000000, 0.000001
2562491, 0.000001, 0.000001, 0.000001
2562691, 0.016655, 0.008214, 0.000015
2562891, 0.000001, 0.000001, 0.000001
2563091, 0.000009, 0.000008, 0.000009
2563291, 0.018319, 0.008653, 0.000016
2563491, 0.000001, 0.000000, 0.000001
2563691, 0.000001, 0.000001, 0.000001
2563891, 0.000000, 0.000001, 0.000001
2564091, 0.000000, 0.000001, 0.000000
2564291, 0.000002, 0.000002, 0.000002
2564491, 0.000002, 0.000002, 0.000001
2564691, 0.000001, 0.000001, 0.000001
2564891, 0.000001, 0.000000, 0.000001
2565091, 0.000012, 0.000012, 0.000012
2565291, 0.000001, 0.000000, 0.000001
2565491, 0.000009, 0.000010, 0.000009
2565691, 0.000001, 0.000001, 0.000001
2565891, 0.000001, 0.000001, 0.000001
2566091, 0.000001, 0.000001, 0.000001
2566291, 0.000001, 0.000000, 0.000001
2566491, 0.000001, 0.000001, 0.000001
2566691, 0.000001, 0.000001, 0.000001
2566891, 0.000003, 0.000003, 0.000003
2567091, 0.000001, 0.000001, 0.000001
2567291, 0.000003, 0.000003, 0.000003
2567491, 0.018326, 0.009510, 0.000015
2567691, 0.000001, 0.000001, 0.000001
2567891, 0.016059, 0.008194, 0.000014
2568091, 0.016216, 0.008491, 0.000017
2568291, 0.000001, 0.000002, 0.000001
2568491, 0.000008, 0.000008, 0.000012
2568691, 0.000001, 0.000001, 0.000001
2568891, 0.000002, 0.000001, 0.000001
2569091, 0.000001, 0.000001, 0.000001
2569291, 0.000003, 0.000003, 0.000003
2569491, 0.000001, 0.000001, 0.000001
2569691, 0.016184, 0.009250, 0.000015
2569891, 0.018640, 0.008912, 0.000016
2570091, 0.000001, 0.000001, 0.000001
2570291, 0.000006, 0.000006, 0.000005
2570491, 0.000001, 0.000001, 0.000001
2570691, 0.000001, 0.000000, 0.000001
2570891, 0.018922, 0.008351, 0.000015
2571091, 0.000002, 0.000001, 0.000002
2571291, 0.000001, 0.000001, 0.000001
2571491, 0.000001, 0.000001, 0.000001
2571691, 0.000001, 0.000001, 0.000001
2571891, 0.000001, 0.000000, 0.000001
2572091, 0.016336, 0.008842, 0.000015
2572291, 0.000004, 0.000002, 0.000004
2572491, 0.000001, 0.000001, 0.000001
2572691, 0.000001, 0.000001, 0.000001
2572891, 0.000005, 0.000005, 0.000005
2573091, 0.000000, 0.000001, 0.000000
2573291, 0.000001, 0.000001, 0.000000
2573491, 0.017094, 0.009036, 0.000016
2573691, 0.000001, 0.000001, 0.000001
2573891, 0.016521, 0.008368, 0.000015
2574091, 0.000001, 0.000001, 0.000001
2574291, 0.000001, 0.000000, 0.000001
2574491, 0.000001, 0.000002, 0.000002
2574691, 0.000001, 0.000001, 0.000001
2574891, 0.000000, 0.000001, 0.000000
2575091, 0.016187, 0.010953, 0.000016
2575291, 0.000002, 0.000002, 0.000002
2575491, 0.000001, 0.000001, 0.000001
2575691, 0.000004, 0.000004, 0.000004
2575891, 0.000001, 0.000001, 0.000001
2576091, 0.000000, 0.000001, 0.000000
2576291, 0.000004, 0.000004, 0.000004
2576491, 0.000005, 0.000005, 0.000004
2576691, 0.000001, 0.000000, 0.000001
2576891, 0.000001, 0.000001, 0.000001
2577091, 0.000001, 0.000001, 0.000001
2577291, 0.000001, 0.000001, 0.000001
2577491, 0.000001, 0.000000, 0.000001
2577691, 0.000001, 0.000001, 0.000001
2577891, 0.000001, 0.000001, 0.000001
2578091, 0.000001, 0.000001, 0.000001
2578291, 0.000001, 0.000001, 0.000001
2578491, 0.000001, 0.000001, 0.000001
2578691, 0.000001, 0.000001, 0.000001
2578891, 0.000001, 0.000001, 0.000001
2579091, 0.000001, 0.000001, 0.000001
2579291, 0.000000, 0.000001, 0.000001
2579491, 0.000010, 0.000009, 0.000010
2579691, 0.000001, 0.000000, 0.000001
2579891, 0.016206, 0.008328, 0.000016
2580091, 0.000002, 0.000001, 0.000002
2580291, 0.000001, 0.000000, 0.000001
2580491, 0.000001, 0.000001, 0.000001
2580691, 0.016193, 0.010895, 0.000017
2580891, 0.000001, 0.000001, 0.000001
2581091, 0.000001, 0.000001, 0.000002
2581291, 0.000003, 0.000003, 0.000003
2581491, 0.000001, 0.000000, 0.000001
2581691, 0.000001, 0.000000, 0.000001
2581891, 0.000001, 0.000001, 0.000001
2582091, 0.000001, 0.000000, 0.000001
2582291, 0.000002, 0.000002, 0.000002
2582491, 0.018405, 0.008602, 0.000015
2582691, 0.000001, 0.000000, 0.000001
2582891, 0.000003, 0.000002, 0.000003
2583091, 0.000001, 0.000000, 0.000001
2583291, 0.000001, 0.000001, 0.000001
2583491, 0.017614, 0.009135, 0.000015
2583691, 0.000001, 0.000001, 0.000001
2583891, 0.000001, 0.000001, 0.000001
2584091, 0.016548, 0.009831, 0.000015
2584291, 0.017580, 0.008505, 0.000016
2584491, 0.000000, 0.000001, 0.000001
2584691, 0.000002, 0.000002, 0.000002
2584891, 0.016919, 0.011026, 0.000015
2585091, 0.000001, 0.000001, 0.000001
2585291, 0.000007, 0.000007, 0.000007
2585491, 0.016256, 0.009049, 0.000037
2585691, 0.000001, 0.000002, 0.000000
2585891, 0.000001, 0.000001, 0.000001
2586091, 0.000001, 0.000001, 0.000001
2586291, 0.000001, 0.000001, 0.000001
2586491, 0.000003, 0.000004, 0.000004
2586691, 0.000012, 0.000015, 0.000013
2586891, 0.000001, 0.000001, 0.000001
2587091, 0.000001, 0.000001, 0.000001
2587291, 0.000001, 0.000001, 0.000001
2587491, 0.000001, 0.000001, 0.000000
2587691, 0.000002, 0.000003, 0.000003
2587891, 0.000001, 0.000002, 0.000001
2588091, 0.000001, 0.000001, 0.000001
2588291, 0.000002, 0.000002, 0.000002
2588491, 0.000003, 0.000003, 0.000003
2588691, 0.000001, 0.000001, 0.000001
2588891, 0.000002, 0.000003, 0.000002
2589091, 0.000001, 0.000001, 0.000002
2589291, 0.000001, 0.000001, 0.000001
2589491, 0.000001, 0.000001, 0.000001
2589691, 0.000001, 0.000001, 0.000001
2589891, 0.000001, 0.000001, 0.000001
2590091, 0.000001, 0.000001, 0.000000
2590291, 0.000001, 0.000001, 0.000001
2590491, 0.000001, 0.000001, 0.000001
2590691, 0.018108, 0.008565, 0.000016
2590891, 0.016686, 0.010314, 0.000014
2591091, 0.000001, 0.000001, 0.000001
2591291, 0.000003, 0.000002, 0.000003
2591491, 0.000001, 0.000001, 0.000001
2591691, 0.000001, 0.000001, 0.000000
2591891, 0.016339, 0.008429, 0.000015
2592091, 0.000014, 0.000014, 0.000014
2592291, 0.000001, 0.000001, 0.000001
2592491, 0.000001, 0.000001, 0.000001
2592691, 0.017221, 0.008875, 0.000017
2592891, 0.000001, 0.000001, 0.000000
2593091, 0.021353, 0.011390, 0.000017
2593291, 0.000001, 0.000001, 0.000001
2593491, 0.000000, 0.000001, 0.000000
2593691, 0.017241, 0.008512, 0.000015
2593891, 0.016505, 0.009115, 0.000016
2594091, 0.000001, 0.000001, 0.000001
2594291, 0.000001, 0.000001, 0.000001
2594491, 0.000001, 0.000001, 0.000001
2594691, 0.000000, 0.000001, 0.000000
2594891, 0.000001, 0.000001, 0.000001
2595091, 0.000011, 0.000011, 0.000011
2595291, 0.000000, 0.000001, 0.000000
2595491, 0.016277, 0.014086, 0.000026
2595691, 0.000001, 0.000001, 0.000002
2595891, 0.000001, 0.000001, 0.000002
2596091, 0.023253, 0.008825, 0.000016
2596291, 0.000001, 0.000001, 0.000001
2596491, 0.000001, 0.000001, 0.000001
2596691, 0.000007, 0.000006, 0.000006
2596891, 0.000001, 0.000001, 0.000001
2597091, 0.000001, 0.000001, 0.000001
2597291, 0.000006, 0.000006, 0.000005
2597491, 0.000001, 0.000001, 0.000001
2597691, 0.000001, 0.000000, 0.000001
2597891, 0.000012, 0.000012, 0.000011
2598091, 0.016141, 0.008341, 0.000016
2598291, 0.000000, 0.000001, 0.000001
2598491, 0.000001, 0.000001, 0.000001
2598691, 0.000004, 0.000004, 0.000004
2598891, 0.000001, 0.000001, 0.000001
2599091, 0.000001, 0.000000, 0.000001
2599291, 0.000005, 0.000005, 0.000005
2599491, 0.000000, 0.000001, 0.000000
2599691, 0.000001, 0.000001, 0.000000
2599891, 0.000001, 0.000001, 0.000001
2600091, 0.000001, 0.000000, 0.000001
2600291, 0.016140, 0.008529, 0.000015
2600491, 0.000001, 0.000001, 0.000002
2600691, 0.000000, 0.000001, 0.000000
2600891, 0.000001, 0.000001, 0.000001
2601091, 0.015978, 0.008329, 0.000014
2601291, 0.000001, 0.000001, 0.000001
2601491, 0.000001, 0.000001, 0.000001
2601691, 0.000001, 0.000001, 0.000001
2601891, 0.000001, 0.000001, 0.000001
2602091, 0.000014, 0.000014, 0.000088
2602291, 0.016136, 0.008347, 0.000014
2602491, 0.000001, 0.000000, 0.000001
2602691, 0.000001, 0.000001, 0.000001
2602891, 0.000004, 0.000004, 0.000004
2603091, 0.000001, 0.000000, 0.000001
2603291, 0.016130, 0.008421, 0.000015
2603491, 0.000001, 0.000001, 0.000001
2603691, 0.000001, 0.000001, 0.000001
2603891, 0.000003, 0.000003, 0.000004
2604091, 0.000001, 0.000001, 0.000000
2604291, 0.000001, 0.000001, 0.000001
2604491, 0.000001, 0.000002, 0.000002
2604691, 0.000001, 0.000001, 0.000001
2604891, 0.000001, 0.000001, 0.000001
2605091, 0.016920, 0.008404, 0.000016
2605291, 0.000001, 0.000001, 0.000001
2605491, 0.000001, 0.000001, 0.000001
2605691, 0.000001, 0.000001, 0.000001
2605891, 0.000001, 0.000001, 0.000001
2606091, 0.000001, 0.000001, 0.000001
2606291, 0.000001, 0.000001, 0.000001
2606491, 0.000001, 0.000001, 0.000001
2606691, 0.000001, 0.000001, 0.000001
2606891, 0.000001, 0.000000, 0.000001
2607091, 0.000009, 0.000008, 0.000009
2607291, 0.000001, 0.000000, 0.000001
2607491, 0.016491, 0.008585, 0.000016
2607691, 0.000002, 0.000002, 0.000001
2607891, 0.000001, 0.000001, 0.000001
2608091, 0.016882, 0.009071, 0.000015
2608291, 0.000001, 0.000001, 0.000001
2608491, 0.000001, 0.000001, 0.000001
2608691, 0.000002, 0.000003, 0.000002
2608891, 0.000002, 0.000002, 0.000002
2609091, 0.000001, 0.000001, 0.000001
2609291, 0.000001, 0.000002, 0.000002
2609491, 0.016768, 0.008496, 0.000015
2609691, 0.000001, 0.000001, 0.000001
2609891, 0.000001, 0.000001, 0.000001
2610091, 0.000001, 0.000000, 0.000001
2610291, 0.000001, 0.000001, 0.000001
